ISBN / ASIN (Amazon ID),Link,Acquired Date,RelationshipSubtype,RelationshipType,Format,Title,Pages,Listening Length,Genres,Subgenres,Series Position,Series,(First) Author,All Authors
B00I3KZ4C8,https://www.amazon.com/dp/B00I3KZ4C8,11-Jul-20,Sharing,item_owner,Kindle eBook,Genesis One: A physicist Looks at Creation,59,,Religion & Spirituality,,,,"Schroeder, Gerald","Gerald Schroeder, Zola Levitt"
B005KB0V62,https://www.amazon.com/dp/B005KB0V62,21-Dec-19,Sharing,item_owner,Kindle eBook,Genesis and the Big Bang Theory: The Discovery Of Harmony Between Modern Science And The Bible,227,,Religion & Spirituality | Science & Math,Religious Studies | Evolution,,,"Schroeder, Gerald L.",Gerald L. Schroeder
B01KW9D1QS,https://www.amazon.com/dp/B01KW9D1QS,6-Apr-17,Purchase,item_owner,Kindle eBook,The Political Science Student Writer's Manual and Reader's Guide (The Student Writer's Manual: A Guide to Reading and Writing Book 1),196,,Reference,"Words, Language & Grammar | Writing, Research & Publishing Guides",1,The Student Writer's Manual: A Guide to Reading and Writing,"Scott, Gregory M.","Gregory M. Scott, Stephen M. Garrison"
B00YWJ3CI2,https://www.amazon.com/dp/B00YWJ3CI2,5-Dec-15,Purchase,item_owner,Kindle eBook,Zits Apocalypse: Are You Ready?,208,,Comics & Graphic Novels,Graphic Novels,,,"Scott, Jerry","Jerry Scott, Jim Borgman"
B00550AV8G,https://www.amazon.com/dp/B00550AV8G,7-Sep-12,Purchase,item_owner,Kindle eBook,Programming Language Pragmatics,1711,,Computers & Technology | Science & Math,Programming | Web Development & Design,,,"Scott, Michael",Michael Scott
B0148UPV4M,https://www.amazon.com/dp/B0148UPV4M,8-Dec-15,Purchase,item_owner,Kindle eBook,Liberty and Equality: The American Conversation (American Political Thought),323,,Politics & Social Sciences | History,Americas | Politics & Government,,American Political Thought,"Seagrave, S. Adam",S. Adam Seagrave
B004GXAH5U,https://www.amazon.com/dp/B004GXAH5U,23-Mar-11,Purchase,item_owner,Kindle eBook,The Myth of American Religious Freedom,358,,History,World | Americas,,,"Sehat, David",David Sehat
B00B77UE06,https://www.amazon.com/dp/B00B77UE06,26-Feb-15,KOLL,item_owner,Kindle eBook,College (Un)bound: The Future of Higher Education and What It Means for Students,261,,Education & Teaching,Schools & Teaching,,,"Selingo, Jeffrey J.",Jeffrey J. Selingo
B07CKXV7R6,https://www.amazon.com/dp/B07CKXV7R6,4-Jan-19,Sharing,item_owner,Kindle eBook,Blood for Blood (Ziba MacKenzie Book 1),349,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,1,Ziba MacKenzie,"Selman, Victoria",Victoria Selman
B07GNXPP4P,https://www.amazon.com/dp/B07GNXPP4P,4-Jan-23,KindleUnlimited,item_owner,Kindle eBook,I Will Teach You to Be Rich: No Guilt. No Excuses. Just a 6-Week Program That Works (Second Edition),353,,Business & Money | Self-Help,Personal Finance,,,"Sethi, Ramit",Ramit Sethi
0385382987,https://www.amazon.com/dp/0385382987,8-Sep-14,Purchase,item_owner,Hardcover,Horton and the Kwuggerbug and More Lost Stories (Classic Seuss),56,,Children's Books,,,Classic Seuss,"Seuss, Dr.","Dr. Seuss, Charles D. Cohen"
B01IA5VIFM,https://www.amazon.com/dp/B01IA5VIFM,22-Aug-22,Purchase,item_owner,Kindle eBook,Python for Everybody: Exploring Data in Python 3,387,,Computers & Technology,Programming | Databases & Big Data,,,"Severance, Charles R.","Charles R. Severance, Aimee Andrion, Elliott Hauser, Sue Blumenberg"
B005X2CZUS,https://www.amazon.com/dp/B005X2CZUS,16-Sep-12,Purchase,item_owner,Kindle eBook,"PHP Master, Write Cutting-Edge Code",400,,Computers & Technology,,,,"Shafik, Davey","Davey Shafik, Matthew Turland, Lorna Mitchell"
B00B73NYDO,https://www.amazon.com/dp/B00B73NYDO,10-Jul-23,PublicLibraryLending,item_owner,Kindle eBook,The Bone Season: A Novel,554,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,,,"Shannon, Samantha",Samantha Shannon
B08BPBLF67,https://www.amazon.com/dp/B08BPBLF67,19-Aug-23,PublicLibraryLending,item_owner,Kindle eBook,The Dawn Chorus: A Bone Season novella (The Bone Season),78,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,,The Bone Season,"Shannon, Samantha",Samantha Shannon
B00JEWY4DY,https://www.amazon.com/dp/B00JEWY4DY,22-Jul-23,PublicLibraryLending,item_owner,Kindle eBook,The Mime Order (The Bone Season Book 2),535,,Literature & Fiction | Science Fiction & Fantasy | Teen & Young Adult,Science Fiction & Fantasy | Genre Fiction | Science Fiction,2,The Bone Season,"Shannon, Samantha",Samantha Shannon
B01GOOZXUM,https://www.amazon.com/dp/B01GOOZXUM,9-Aug-23,PublicLibraryLending,item_owner,Kindle eBook,The Song Rising (The Bone Season Book 3),379,,Science Fiction & Fantasy | Teen & Young Adult,Science Fiction & Fantasy | Science Fiction,3,The Bone Season,"Shannon, Samantha",Samantha Shannon
B01N9PYZQ6,https://www.amazon.com/dp/B01N9PYZQ6,11-Aug-23,Purchase,item_owner,Audible Audiobook,"The Song Rising: The Bone Season, Book 3",,12 hours and 40 minutes,Science Fiction & Fantasy | Teen & Young Adult,Science Fiction & Fantasy | Science Fiction,3,The Bone Season,"Shannon, Samantha","Samantha Shannon, Alana Kerr Collins, Audible Studios for Bloomsbury"
B0881ST67L,https://www.amazon.com/dp/B0881ST67L,22-Aug-23,PublicLibraryLending,item_owner,Kindle eBook,The Mask Falling (The Bone Season Book 4),521,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,4,The Bone Season,"Shannon, Samantha",Samantha Shannon
B09XBX2Y6X,https://www.amazon.com/dp/B09XBX2Y6X,29-May-23,PublicLibraryLending,item_owner,Kindle eBook,A Day of Fallen Night (The Roots of Chaos),865,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,,The Roots of Chaos,"Shannon, Samantha",Samantha Shannon
B07DDGX4KY,https://www.amazon.com/dp/B07DDGX4KY,10-Oct-22,PublicLibraryLending,item_owner,Kindle eBook,The Priory of the Orange Tree (The Roots of Chaos),849,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,,The Roots of Chaos,"Shannon, Samantha",Samantha Shannon
B09YS59B2G,https://www.amazon.com/dp/B09YS59B2G,29-Nov-22,Sharing,item_owner,Kindle eBook,Fighting for Justice: The Improbable Journey to Exposing Cover-Ups about the JFK Assassination and the Deaths of Marilyn Monroe and Dorothy Kilgallen,413,,History | Biographies & Memoirs,Americas | Community & Culture,,,"Shaw, Mark",Mark Shaw
B01M0ZJVAF,https://www.amazon.com/dp/B01M0ZJVAF,8-Jun-17,Purchase,item_owner,Kindle eBook,Befriending Our Desires,146,,Christian Books & Bibles | Religion & Spirituality,Christian Living,,,"Sheldrake, Philip",Philip Sheldrake
B085295R46,https://www.amazon.com/dp/B085295R46,21-Sep-20,KindleUnlimited,item_owner,Kindle eBook,"Asian Pressure Cooker Cookbook: Easy and Healthy Asian Multicooker Recipes Made Fast with Your Electric Pressure Cooker. Over 120 Chicken, Beef, Noodle, ... Meals in One Book (Asian Instant Pot",154,,"Cookbooks, Food & Wine",Regional & International | Kitchen Appliances,,,"Shelton, Tiffany",Tiffany Shelton
B08439P5YT,https://www.amazon.com/dp/B08439P5YT,21-Sep-20,KindleUnlimited,item_owner,Kindle eBook,Indian Instant Pot Cookbook: Classic and Modern Indian Recipes for Your Electric Pressure Cooker. Try Healthy and Easy Asian Meals for Everyday (Asian Instant Pot Cookbook),217,,"Cookbooks, Food & Wine",Regional & International | Kitchen Appliances,,,"Shelton, Tiffany",Tiffany Shelton
B082LXPD4M,https://www.amazon.com/dp/B082LXPD4M,24-Sep-20,KindleUnlimited,item_owner,Kindle eBook,Instant Pot College Cookbook: Tasty & Affordable Instant Pot Recipes for Beginners College Students. Fast and Healthy Meals Made Right on Campus,89,,"Cookbooks, Food & Wine",Kitchen Appliances,,,"Shelton, Tiffany",Tiffany Shelton
B00KO3MS4E,https://www.amazon.com/dp/B00KO3MS4E,6-Dec-14,Purchase,item_owner,Kindle eBook,Fatal Puzzle (Zons Crime Book 1),155,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,,,"Shepherd, Catherine","Catherine Shepherd, Julia Knobloch"
B005BUG6OI,https://www.amazon.com/dp/B005BUG6OI,30-Nov-16,Purchase,item_owner,Kindle eBook,The Truth of All Things: A Novel (Archie Lean Series Book 1),418,,"Literature & Fiction | Mystery, Thriller & Suspense",Mystery | Genre Fiction | Thrillers & Suspense,1,Archie Lean Series,"Shields, Kieran",Kieran Shields
B0014C6FN4,https://www.amazon.com/dp/B0014C6FN4,2-Aug-12,Purchase,item_owner,Kindle eBook,From Gutenberg to Google: Electronic Representations of Literary Texts,224,,Literature & Fiction | Computers & Technology | Reference,History & Criticism,,,"Shillingsburg, Peter L.",Peter L. Shillingsburg
0321537351,https://www.amazon.com/dp/0321537351,13-Feb-13,Purchase,item_owner,Hardcover,Designing the User Interface: Strategies for Effective Human-Computer Interaction (5th Edition),624,,Computers & Technology,Programming,,,"Shneiderman, Ben","Ben Shneiderman, Catherine Plaisant, Maxine Cohen, Steven Jacobs"
B005253FFK,https://www.amazon.com/dp/B005253FFK,19-Jun-12,Sharing,item_owner,Kindle eBook,Storm over Texas: The Annexation Controversy and the Road to Civil War (Pivotal Moments in American History),251,,History,Americas,,Pivotal Moments in American History,"Silbey, Joel H.",Joel H. Silbey
B000W7YAEI,https://www.amazon.com/dp/B000W7YAEI,22-Jan-13,Purchase,item_owner,Kindle eBook,The Blackwell Guide to Social and Political Philosophy (Blackwell Philosophy Guides Book 10),344,,Politics & Social Sciences,Social Sciences | Philosophy,,Blackwell Philosophy Guides,"Simon, Robert L.",Robert L. Simon
B07GFFKR3D,https://www.amazon.com/dp/B07GFFKR3D,3-Nov-20,Sharing,item_owner,Kindle eBook,Open House: A Novel,289,,"Literature & Fiction | Mystery, Thriller & Suspense",Genre Fiction | Thrillers & Suspense,,,"Sise, Katie",Katie Sise
158768036X,https://www.amazon.com/dp/158768036X,23-Sep-06,Purchase,item_owner,Paperback,Becoming Who You Are: Insights on the True Self from Thomas Merton and Other Saints (Christian Classics),112,,Christian Books & Bibles,Theology | Christian Living,,,"SJ, James Martin",James Martin SJ
B0036FTNOA,https://www.amazon.com/dp/B0036FTNOA,9-Oct-11,Purchase,item_owner,Kindle eBook,Celebrating Good Liturgy: A Guide to the Ministries of the Mass,120,,Christian Books & Bibles,Catholicism | Christian Living,,,"SJ, James Martin",James Martin SJ
0829420010,https://www.amazon.com/dp/0829420010,23-Sep-06,Purchase,item_owner,Hardcover,My Life with the Saints,432,,Christian Books & Bibles | Biographies & Memoirs,Leaders & Notable People | Catholicism | Christian Living,,,"SJ, James Martin",James Martin SJ
B008MOBQAY,https://www.amazon.com/dp/B008MOBQAY,3-Jul-17,Purchase,item_owner,Kindle eBook,Contemplatives in Action: The Jesuit Way,91,,Christian Books & Bibles,Catholicism,,,"SJ, William A. Barry",William A. Barry SJ
B008FPOIT6,https://www.amazon.com/dp/B008FPOIT6,29-Oct-18,Purchase,item_owner,Kindle eBook,Mr. Penumbra's 24-Hour Bookstore: A Novel,386,,"Literature & Fiction | Science Fiction & Fantasy | Mystery, Thriller & Suspense",Thrillers & Suspense,,,"Sloan, Robin",Robin Sloan
B000FCK65W,https://www.amazon.com/dp/B000FCK65W,11-May-19,PublicLibraryLending,item_owner,Kindle eBook,A Tree Grows in Brooklyn (Perennial Classics),528,,Literature & Fiction,Genre Fiction,,,"Smith, Betty",Betty Smith
B00MV94IGU,https://www.amazon.com/dp/B00MV94IGU,27-Jan-15,Purchase,item_owner,Kindle eBook,Building Catholic Higher Education: Unofficial Reflections from the University of Notre Dame,130,,Christian Books & Bibles,Catholicism,,,"Smith, Christian","Christian Smith, John C. Cavadini"
B004GXAH3C,https://www.amazon.com/dp/B004GXAH3C,30-Nov-12,Purchase,item_owner,Kindle eBook,Soul Searching: The Religious and Spiritual Lives of American Teenagers,354,,Religion & Spirituality,Religious Studies,,,"Smith, Christian","Christian Smith, Melina Lundquist Denton"
B004FPYKX4,https://www.amazon.com/dp/B004FPYKX4,30-Nov-12,Purchase,item_owner,Kindle eBook,Souls in Transition: The Religious and Spiritual Lives of Emerging Adults,362,,Politics & Social Sciences | Religion & Spirituality,Philosophy | Religious Studies,,,"Smith, Christian","Christian Smith, Patricia Snell"
B07RN1GFWV,https://www.amazon.com/dp/B07RN1GFWV,20-Dec-20,Purchase,item_owner,Kindle eBook,A Spring Harvest,68,,Literature & Fiction,Poetry,,,"Smith, Geoffrey Bache",Geoffrey Bache Smith
B07HCDBG8H,https://www.amazon.com/dp/B07HCDBG8H,13-Sep-19,KindleUnlimited,item_owner,Kindle eBook,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes,607,,"Cookbooks, Food & Wine",Kitchen Appliances,,,"Smith, Jennifer",Jennifer Smith
B00N6PBEU6,https://www.amazon.com/dp/B00N6PBEU6,17-Aug-18,Purchase,item_owner,Kindle eBook,Ordinary Light: A memoir,350,,Biographies & Memoirs,Arts & Literature | Community & Culture,,,"Smith, Tracy K.",Tracy K. Smith
B000FBFM9S,https://www.amazon.com/dp/B000FBFM9S,23-Feb-16,PublicLibraryLending,item_owner,Kindle eBook,White Teeth (Vintage International),464,,Literature & Fiction,Genre Fiction,,,"Smith, Zadie",Zadie Smith
B07STQPGH6,https://www.amazon.com/dp/B07STQPGH6,24-Sep-20,KindleUnlimited,item_owner,Kindle eBook,Permanent Record,328,,Politics & Social Sciences | Biographies & Memoirs,Leaders & Notable People | Politics & Government,,,"Snowden, Edward",Edward Snowden
B07JW54QCW,https://www.amazon.com/dp/B07JW54QCW,3-Jun-19,Sharing,item_owner,Kindle eBook,Along the Broken Bay,399,,Literature & Fiction,Genre Fiction,,,"Solomon, Flora J.",Flora J. Solomon
B002GKGBI2,https://www.amazon.com/dp/B002GKGBI2,22-Jul-17,Purchase,item_owner,Kindle eBook,The Lonely Man of Faith,130,,Religion & Spirituality,Religious Studies | Judaism,,,"Soloveitchik, Joseph B.",Joseph B. Soloveitchik
B073X6GNJ1,https://www.amazon.com/dp/B073X6GNJ1,10-Apr-18,KindleUnlimited,item_owner,Kindle eBook,"The Complete Software Developer's Career Guide: How to Learn Your Next Programming Language, Ace Your Programming Interview, and Land The Coding Job Of Your Dreams",798,,Business & Money | Computers & Technology,Programming | Job Hunting & Careers,,,"Sonmez, John",John Sonmez
B01N7OXGUV,https://www.amazon.com/dp/B01N7OXGUV,5-Apr-17,Purchase,item_owner,Kindle eBook,The Challenge of Pluralism: Church and State in Six Democracies,284,,Politics & Social Sciences | History,World | Politics & Government,,,"Soper, J. Christopher","J. Christopher Soper, Kevin R. den Dulk, Stephen V. Monsma"
B004FPYKUW,https://www.amazon.com/dp/B004FPYKUW,16-Mar-19,Purchase,item_owner,Kindle eBook,What's Your Decision?: How to Make Choices with Confidence and Clarity: How to Make Choices with Confidence and Clarity: An Ignatian Approach to Decision Making,178,,Christian Books & Bibles,Catholicism | Christian Living,,,"Sparough, J. Michael","J. Michael Sparough, Jim Manney, Tim Hipskind"
B09J549T16,https://www.amazon.com/dp/B09J549T16,5-Nov-22,Purchase,item_owner,Kindle eBook,Raising Them Right: The Untold Story of America's Ultraconservative Youth Movement and Its Plot for Power,368,,Politics & Social Sciences,Politics & Government,,,"Spencer, Kyle",Kyle Spencer
0226104206,https://www.amazon.com/dp/0226104206,15-Aug-10,Purchase,item_owner,Hardcover,"The Chicago Manual of Style, 16th Edition",1026,,Reference,"Words, Language & Grammar | Writing, Research & Publishing Guides",,,"Staff, University of Chicago Press",University of Chicago Press Staff
B0032UYGE6,https://www.amazon.com/dp/B0032UYGE6,13-Feb-11,Sharing,item_owner,Kindle eBook,The Bible - The Holy Bible Formatted for Your eReader,3677,,Christian Books & Bibles,,,,"Standard, American",American Standard
B07PCPLG7T,https://www.amazon.com/dp/B07PCPLG7T,15-Feb-21,PublicLibraryLending,item_owner,Kindle eBook,Becoming Eve: My Journey from Ultra-Orthodox Rabbi to Transgender Woman,273,,Biographies & Memoirs,Community & Culture,,,"Stein, Abby",Abby Stein
B00TUOH582,https://www.amazon.com/dp/B00TUOH582,5-Sep-15,Sharing,item_owner,Kindle eBook,Still Waters (Sandhamn Murders Book 1),447,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,1,Sandhamn Murders,"Sten, Viveca","Viveca Sten, Marlaine Delargy"
B00513LXYS,https://www.amazon.com/dp/B00513LXYS,20-Nov-11,Purchase,item_owner,Kindle eBook,Complete Jewish Bible: An English Version of the Tanakh (Old Testament) and B’rit Hadashah (New Testament),2939,,Christian Books & Bibles | Religion & Spirituality,,,,"Stern, David H.",David H. Stern
1579221157,https://www.amazon.com/dp/1579221157,27-Feb-08,Purchase,item_owner,Paperback,"Introduction to Rubrics: An Assessment Tool to Save Grading Time, Convey Effective Feedback and Promote Student Learning",112,,Education & Teaching,Schools & Teaching,,,"Stevens, Dannelle D.","Dannelle D. Stevens, Antonia J. Levi"
B000JQUZUA,https://www.amazon.com/dp/B000JQUZUA,29-Dec-11,Sharing,item_owner,Kindle eBook,The Black Arrow,449,,Literature & Fiction,Genre Fiction,,,"Stevenson, Robert Louis",Robert Louis Stevenson
B002RKSCA6,https://www.amazon.com/dp/B002RKSCA6,29-Dec-11,Sharing,item_owner,Kindle eBook,The Strange Case of Dr. Jekyll and Mr. Hyde,76,,Literature & Fiction,Genre Fiction,,,"Stevenson, Robert Louis",Robert Louis Stevenson
B000JML7EC,https://www.amazon.com/dp/B000JML7EC,30-Dec-11,Sharing,item_owner,Kindle eBook,Treasure Island,186,,,,,,"Stevenson, Robert Louis",Robert Louis Stevenson
B07YKWVJ2H,https://www.amazon.com/dp/B07YKWVJ2H,13-Nov-21,PublicLibraryLending,item_owner,Kindle eBook,The Power Worshippers: Inside the Dangerous Rise of Religious Nationalism,348,,Politics & Social Sciences | History,World | Americas | Politics & Government,,,"Stewart, Katherine",Katherine Stewart
B007QXWCQE,https://www.amazon.com/dp/B007QXWCQE,20-Jun-12,Purchase,item_owner,Kindle eBook,"Legacy: Arthurian Saga (Four book bundle of Crystal Cave, The Hollow Hills, The Last Enchantment and The Wicked Day)",1272,,Literature & Fiction | Science Fiction & Fantasy,Fantasy,,,"Stewart, Mary",Mary Stewart
B07NGKD6YL,https://www.amazon.com/dp/B07NGKD6YL,2-Sep-19,Sharing,item_owner,Kindle eBook,The Man Who Played with Fire: Stieg Larsson's Lost Files and the Hunt for an Assassin,511,,Biographies & Memoirs,,,,"Stocklassa, Jan","Jan Stocklassa, Tara F. Chace"
B01EJ0OQ92,https://www.amazon.com/dp/B01EJ0OQ92,1-Feb-17,KindleUnlimited,item_owner,Kindle eBook,"From Christendom to Americanism and Beyond: The Long, Jagged Trail to a Postmodern Void",220,,Christian Books & Bibles | Politics & Social Sciences,Philosophy | Catholicism | Christian Living,,,"Storck, Thomas","Thomas Storck, Joseph Pearce"
B0095612HK,https://www.amazon.com/dp/B0095612HK,11-Mar-16,Purchase,item_owner,Kindle eBook,"PERCEPTION: a thrilling, dystopian mystery with a major twist (The Perception Trilogy Book 1)",313,,"Mystery, Thriller & Suspense",Mystery,1,Perception Trilogy,"Strauss, Lee",Lee Strauss
0226777103,https://www.amazon.com/dp/0226777103,30-Nov-09,Purchase,item_owner,Paperback,History of Political Philosophy,980,,Politics & Social Sciences,Philosophy | Politics & Government,,,"Strauss, Leo","Leo Strauss, Joseph Cropsey"
B01L1CEZ6K,https://www.amazon.com/dp/B01L1CEZ6K,1-Apr-17,Sharing,item_owner,Kindle eBook,Beneath a Scarlet Sky: A Novel,525,,Literature & Fiction,Genre Fiction,,,"Sullivan, Mark",Mark Sullivan
B0BCP3JP6F,https://www.amazon.com/dp/B0BCP3JP6F,2-Sep-23,Sharing,item_owner,Kindle eBook,Spare,409,,History | Biographies & Memoirs,Leaders & Notable People,,,"Sussex, Prince Harry, The Duke of","Prince Harry, The Duke of Sussex"
B078JGDYX8,https://www.amazon.com/dp/B078JGDYX8,4-Jul-18,Sharing,item_owner,Kindle eBook,The King Tides (Lancaster & Daniels Book 1),318,,"Literature & Fiction | Mystery, Thriller & Suspense",Thrillers & Suspense,1,Lancaster & Daniels,"Swain, James",James Swain
B00OZZQORE,https://www.amazon.com/dp/B00OZZQORE,7-Jul-15,Purchase,item_owner,Kindle eBook,"Raw Thought, Raw Nerve: Inside the Mind of Aaron Swartz",828,,Politics & Social Sciences | Biographies & Memoirs,Politics & Government,,,"Swartz, Aaron","Aaron Swartz, Adriano Lucchese"
B01A8G7OE0,https://www.amazon.com/dp/B01A8G7OE0,4-Jun-16,Sharing,item_owner,Kindle eBook,Cold (A Joe Tiplady Thriller Book 1),400,,"Literature & Fiction | Mystery, Thriller & Suspense",Thrillers & Suspense,1,Joe Tiplady Thrillers,"Sweeney, John",John Sweeney
B00WJ049VU,https://www.amazon.com/dp/B00WJ049VU,9-Apr-22,PublicLibraryLending,item_owner,Kindle eBook,Automate the Boring Stuff with Python: Practical Programming for Total Beginners,505,,Computers & Technology,Programming,,,"Sweigart, Al",Al Sweigart
B06XKXRMWG,https://www.amazon.com/dp/B06XKXRMWG,7-Aug-22,Sharing,item_owner,Kindle eBook,The Swindoll Study Bible NLT,7667,,Christian Books & Bibles | Religion & Spirituality,,,,"Swindoll, Charles R.",Charles R. Swindoll
B07NJFS98Z,https://www.amazon.com/dp/B07NJFS98Z,22-Dec-20,PublicLibraryLending,item_owner,Kindle eBook,Hate Inc.: Why Today’s Media Makes Us Despise One Another,304,,Politics & Social Sciences,Social Sciences | Politics & Government,,,"Taibbi, Matt",Matt Taibbi
B001FA0PMC,https://www.amazon.com/dp/B001FA0PMC,20-Mar-10,Purchase,item_owner,Kindle eBook,Grown Up Digital: How the Net Generation is Changing Your World,385,,Business & Money,Management & Leadership,,,"Tapscott, Don",Don Tapscott
B004GTLVMW,https://www.amazon.com/dp/B004GTLVMW,24-Dec-21,PublicLibraryLending,item_owner,Kindle eBook,All-of-a-Kind Family (All-of-a-Kind Family Classics),195,,Teen & Young Adult | Children's Books,Growing Up & Facts of Life,1,All-of-a-Kind Family,"Taylor, Sydney",Sydney Taylor
B004NEW2H8,https://www.amazon.com/dp/B004NEW2H8,13-Mar-12,Sharing,item_owner,Kindle eBook,Works of Josephus,800,,History | Religion & Spirituality,Judaism,,,"Technologies, Packard",Packard Technologies
B004BSFOVM,https://www.amazon.com/dp/B004BSFOVM,30-Jul-11,Purchase,item_owner,Kindle eBook,God's Voice Within: The Ignatian Way to Discover God's Will,251,,Christian Books & Bibles,Catholicism | Christian Living,,,"Thibodeaux, Mark E.","Mark E. Thibodeaux, James Martin"
B00ZAL7O94,https://www.amazon.com/dp/B00ZAL7O94,24-Jan-18,Sharing,item_owner,Kindle eBook,Dinosaurs and the Bible,80,,Religion & Spirituality,Religious Studies,,,"Thomas, Brian",Brian Thomas
B00121SIAA,https://www.amazon.com/dp/B00121SIAA,29-Jul-13,Purchase,item_owner,Kindle eBook,Speaking of Faith: Why Religion Matters--and How to Talk About It,175,,Christian Books & Bibles,Christian Living,,,"Tippett, Krista",Krista Tippett
B01AW25GRC,https://www.amazon.com/dp/B01AW25GRC,7-Jul-16,Sharing,item_owner,Kindle eBook,Doubt (Caroline Auden Book 1),347,,"Mystery, Thriller & Suspense",Thrillers & Suspense,1,Caroline Auden,"Tobisman, C. E.",C. E. Tobisman
B00307S1MY,https://www.amazon.com/dp/B00307S1MY,4-Sep-11,Sharing,item_owner,Kindle eBook,"Democracy in America, Volume I and II (Optimized for Kindle)",375,,Politics & Social Sciences | History,Philosophy | Americas | Politics & Government,,,"Tocqueville, Alexis De",Alexis De Tocqueville
B002UM5B8C,https://www.amazon.com/dp/B002UM5B8C,29-Oct-18,Purchase,item_owner,Kindle eBook,"The Lemon Tree: An Arab, a Jew, and the Heart of the Middle East",542,,History | Biographies & Memoirs,World,,,"Tolan, Sandy",Sandy Tolan
B01MG2HOWD,https://www.amazon.com/dp/B01MG2HOWD,26-Dec-17,Purchase,item_owner,Kindle eBook,Beren And Lúthien,289,,Literature & Fiction | Science Fiction & Fantasy | Teen & Young Adult,Science Fiction | Literature & Fiction,,,"Tolkien, J.R.R.","J.R.R. Tolkien, Alan Lee, Christopher Tolkien"
B007978NU6,https://www.amazon.com/dp/B007978NU6,16-Mar-19,Purchase,item_owner,Kindle eBook,The Hobbit: 75th Anniversary Edition,322,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction,,,"Tolkien, J.R.R.","J.R.R. Tolkien, Christopher Tolkien"
B000JMLILO,https://www.amazon.com/dp/B000JMLILO,20-May-11,Sharing,item_owner,Kindle eBook,Anna Karenina,638,,Literature & Fiction,History & Criticism | Genre Fiction,,,"Tolstoy, Leo",Leo Tolstoy
B002RKRUPE,https://www.amazon.com/dp/B002RKRUPE,15-Oct-11,Sharing,item_owner,Kindle eBook,War and Peace,1705,,Literature & Fiction,History & Criticism | Genre Fiction,,,"Tolstoy, Leo",Leo Tolstoy
B003ZSHS2M,https://www.amazon.com/dp/B003ZSHS2M,22-Mar-12,Purchase,item_owner,Kindle eBook,Islam: Spirit and Form,285,,Religion & Spirituality,Islam,,,"Topbas, Osman Nuri",Osman Nuri Topbas
B079152S5T,https://www.amazon.com/dp/B079152S5T,12-Feb-18,Purchase,item_owner,Kindle eBook,How to Become a Web Developer: The Career Changer's Guide,70,,Computers & Technology,Web Development & Design,,,"Torres, Julie",Julie Torres
B001GS75T4,https://www.amazon.com/dp/B001GS75T4,29-Jun-09,Purchase,item_owner,Kindle eBook,Whatever It Takes: Geoffrey Canada's Quest to Change Harlem and America,296,,Politics & Social Sciences | Education & Teaching,Social Sciences | Schools & Teaching,,,"Tough, Paul",Paul Tough
B0044R90HO,https://www.amazon.com/dp/B0044R90HO,4-Mar-16,Sharing,item_owner,Kindle eBook,We Were Crewdogs I - The B-52 Collection,170,,History,,1,We Were Crewdogs,"Towery, Tommy",Tommy Towery
B00MSQUUFO,https://www.amazon.com/dp/B00MSQUUFO,7-May-18,Sharing,item_owner,Kindle eBook,Air Commando One: Heinie Aderholt and America's Secret Air Wars (Smithsonian History of Aviation Series),336,,History | Biographies & Memoirs,Leaders & Notable People,,,"Trest, Warren A.",Warren A. Trest
B000WPXT7Y,https://www.amazon.com/dp/B000WPXT7Y,4-Apr-11,Purchase,item_owner,Kindle eBook,Catholicism For Dummies,432,,Christian Books & Bibles,Theology | Catholicism,,,Trigilio,"Trigilio, Kenneth Brighenti"
B000OIZSVY,https://www.amazon.com/dp/B000OIZSVY,6-Mar-09,Purchase,item_owner,Kindle eBook,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",235,,Reference,"Words, Language & Grammar | Writing, Research & Publishing Guides",,,"Truss, Lynne",Lynne Truss
B004UJTG6Q,https://www.amazon.com/dp/B004UJTG6Q,29-Dec-11,Sharing,item_owner,Kindle eBook,The Adventures of Tom Sawyer (Tom Sawyer & Huckleberry Finn Series Book 1),169,,Literature & Fiction,Genre Fiction,,,"Twain, Mark",Mark Twain
B002GPGZ8I,https://www.amazon.com/dp/B002GPGZ8I,2-Jul-18,Purchase,item_owner,Kindle eBook,A Pilgrim's Journey: The Autobiography of St. Ignatius of Loyola,201,,Christian Books & Bibles,Catholicism | Christian Living,,,"Tylenda, Joseph N.",Joseph N. Tylenda
B00888KN62,https://www.amazon.com/dp/B00888KN62,1-Dec-18,PublicLibraryLending,item_owner,Kindle eBook,Personal Finance For Dummies,801,,Business & Money,Personal Finance,,,"Tyson, Eric",Eric Tyson
