ISBN / ASIN (Amazon ID),Link,Acquired Date,RelationshipSubtype,RelationshipType,Format,Title,Pages,Listening Length,Genres,Subgenres,Series Position,Series,(First) Author,All Authors
B002WE46UW,https://www.amazon.com/dp/B002WE46UW,27-Mar-21,PublicLibraryLending,item_owner,Kindle eBook,"The 4-Hour Workweek, Expanded and Updated: Expanded and Updated, With Over 100 New Pages of Cutting-Edge Content.",483,,Business & Money | Self-Help,Personal Transformation | Personal Finance | Job Hunting & Careers | Management & Leadership,,,"Ferriss, Timothy",Timothy Ferriss
B07CV714V3,https://www.amazon.com/dp/B07CV714V3,30-Mar-23,PublicLibraryLending,item_owner,Kindle eBook,"The Introvert's Complete Career Guide: From Landing a Job, to Surviving, Thriving, and Moving On Up",230,,Business & Money | Self-Help,Personal Finance | Job Hunting & Careers | Management & Leadership,,,"Finkle, Jane",Jane Finkle
B01HMXV362,https://www.amazon.com/dp/B01HMXV362,15-Aug-17,Purchase,item_owner,Kindle eBook,The Evangelicals: The Struggle to Shape America,753,,Christian Books & Bibles | History,World | Americas,,,"Fitzgerald, Frances",Frances Fitzgerald
B005TIGKSY,https://www.amazon.com/dp/B005TIGKSY,1-Nov-11,Purchase,item_owner,Kindle eBook,"Planned Obsolescence: Publishing, Technology, and the Future of the Academy",256,,Politics & Social Sciences | Reference,"Social Sciences | Writing, Research & Publishing Guides",,,"Fitzpatrick, Kathleen",Kathleen Fitzpatrick
B00YTXTIDO,https://www.amazon.com/dp/B00YTXTIDO,5-Nov-15,Sharing,item_owner,Kindle eBook,The Short Drop (Gibson Vaughn),397,,"Mystery, Thriller & Suspense",Thrillers & Suspense,,Gibson Vaughn,"FitzSimmons, Matthew",Matthew FitzSimmons
B01COAIDK2,https://www.amazon.com/dp/B01COAIDK2,30-Dec-17,Purchase,item_owner,Kindle eBook,Run Fast. Eat Slow.: Nourishing Recipes for Athletes: A Cookbook,413,,"Cookbooks, Food & Wine | Health, Fitness & Dieting | Sports & Outdoors",Special Diet | Diets & Weight Loss | Kitchen Appliances,,,"Flanagan, Shalane","Shalane Flanagan, Elyse Kopecky"
B0034KYZQ8,https://www.amazon.com/dp/B0034KYZQ8,27-Apr-12,Purchase,item_owner,Kindle eBook,The Slave Across the Street,176,,Politics & Social Sciences | Biographies & Memoirs,Leaders & Notable People | Community & Culture,,,"Flores, Theresa L.","Theresa L. Flores, PeggySue Wells"
B003UV8T9A,https://www.amazon.com/dp/B003UV8T9A,4-May-11,Sharing,item_owner,Kindle eBook,American Assassin: A Thriller (Mitch Rapp Book 1),359,,"Literature & Fiction | Mystery, Thriller & Suspense",Genre Fiction | Thrillers & Suspense,1,Mitch Rapp,"Flynn, Vince",Vince Flynn
B004V3WT6K,https://www.amazon.com/dp/B004V3WT6K,7-Feb-12,Sharing,item_owner,Kindle eBook,Kill Shot: An American Assassin Thriller (Mitch Rapp Book 2),397,,"Literature & Fiction | Mystery, Thriller & Suspense",Mystery | Genre Fiction | Thrillers & Suspense,2,Mitch Rapp,"Flynn, Vince",Vince Flynn
B007HACDLK,https://www.amazon.com/dp/B007HACDLK,20-Nov-12,Sharing,item_owner,Kindle eBook,The Last Man: A Novel (Mitch Rapp Book 13),418,,"Literature & Fiction | Mystery, Thriller & Suspense",Genre Fiction | Thrillers & Suspense,13,Mitch Rapp,"Flynn, Vince",Vince Flynn
B003K16PXC,https://www.amazon.com/dp/B003K16PXC,6-Mar-12,Purchase,item_owner,Kindle eBook,Extremely Loud And Incredibly Close: A Novel,406,,Literature & Fiction | Teen & Young Adult,Genre Fiction | Literature & Fiction,,,"Foer, Jonathan Safran",Jonathan Safran Foer
B005EYXBFS,https://www.amazon.com/dp/B005EYXBFS,6-May-13,Purchase,item_owner,Kindle eBook,Grammar Girl Presents the Ultimate Writing Guide for Students (Quick & Dirty Tips),452,,Teen & Young Adult | Reference,,,Quick & Dirty Tips,"Fogarty, Mignon","Mignon Fogarty, Erwin Haya"
0805088318,https://www.amazon.com/dp/0805088318,3-Mar-09,Purchase,item_owner,Paperback,Grammar Girl's Quick and Dirty Tips for Better Writing (Quick & Dirty Tips) (Quick & Dirty Tips),238,,Reference,"Words, Language & Grammar | Writing, Research & Publishing Guides",,Quick & Dirty Tips,"Fogarty, Mignon",Mignon Fogarty
B07RYXF8HV,https://www.amazon.com/dp/B07RYXF8HV,22-Oct-19,KindleUnlimited,item_owner,Kindle eBook,"The Healthy Meal Prep Instant Pot® Cookbook: No-Fuss Recipes for Nutritious, Ready-to-Go Meals",213,,"Cookbooks, Food & Wine",Special Diet | Kitchen Appliances,,,"Forrest MBA MPH, Carrie",Carrie Forrest MBA MPH
B06X9TD7KD,https://www.amazon.com/dp/B06X9TD7KD,5-Aug-17,KindleUnlimited,item_owner,Kindle eBook,The Secret of Spellshadow Manor,412,,Science Fiction & Fantasy,,,,"Forrest, Bella",Bella Forrest
B09LVVN9L3,https://www.amazon.com/dp/B09LVVN9L3,14-Jul-22,PublicLibraryLending,item_owner,Kindle eBook,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,269,,Business & Money | Self-Help,Personal Finance | Management & Leadership,,,"Forte, Tiago",Tiago Forte
B00WCXL1JW,https://www.amazon.com/dp/B00WCXL1JW,23-Jan-16,Purchase,item_owner,Kindle eBook,The Force Awakens (Star Wars),270,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Science Fiction,9,Star Wars Movie Novelizations,"Foster, Alan Dean",Alan Dean Foster
081334851X,https://www.amazon.com/dp/081334851X,20-Jul-14,Purchase,item_owner,Paperback,"Religion and Politics in America: Faith, Culture, and Strategic Choices",360,,Politics & Social Sciences,Politics & Government,,,"Fowler, Robert Booth","Robert Booth Fowler, Allen D Hertzke, Laura R. Olson, Kevin R. Den Dulk"
B00E78HAZY,https://www.amazon.com/dp/B00E78HAZY,28-Jun-14,Purchase,item_owner,Kindle eBook,"Religion and Politics in America: Faith, Culture, and Strategic Choices",362,,Politics & Social Sciences,Politics & Government,,,"Fowler, Robert Booth","Robert Booth Fowler, Allen D Hertzke, Laura R. Olson, Kevin R. Den Dulk"
B00IK62TW8,https://www.amazon.com/dp/B00IK62TW8,24-Mar-16,Purchase,item_owner,Kindle eBook,The Iron Sword (The Fae War Chronicles Book 1),448,,Literature & Fiction | Science Fiction & Fantasy,,1,The Fae War Chronicles,"Fox, Jocelyn",Jocelyn Fox
B00QXTNTH8,https://www.amazon.com/dp/B00QXTNTH8,9-May-16,KindleUnlimited,item_owner,Kindle eBook,The Crown of Bones (The Fae War Chronicles Book 2),570,,Literature & Fiction | Science Fiction & Fantasy,Fantasy,2,The Fae War Chronicles,"Fox, Jocelyn",Jocelyn Fox
B01DHEKZSM,https://www.amazon.com/dp/B01DHEKZSM,22-May-16,KindleUnlimited,item_owner,Kindle eBook,The Dark Throne (The Fae War Chronicles Book 3),592,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,3,The Fae War Chronicles,"Fox, Jocelyn",Jocelyn Fox
B00ATPN3SC,https://www.amazon.com/dp/B00ATPN3SC,10-Sep-15,KOLL,item_owner,Kindle eBook,The Shadow of Avalon : The Complete Trilogy,255,,Literature & Fiction,Genre Fiction,,,"Foxall, Jan",Jan Foxall
B007SVJA3M,https://www.amazon.com/dp/B007SVJA3M,7-Feb-13,Purchase,item_owner,Kindle eBook,Responsive Web Design with HTML5 and CSS3,326,,Computers & Technology,Web Development & Design,,,"Frain, Ben",Ben Frain
B00H8Z56T0,https://www.amazon.com/dp/B00H8Z56T0,15-Dec-13,Purchase,item_owner,Kindle eBook,"Open Mind, Faithful Heart: Reflections on Following Jesus",321,,Christian Books & Bibles,Catholicism,,,"Francis, Pope","Pope Francis, Jorge M Bergoglio, Gustavo Larrázabal, SJ Owens Joseph"
B0727NC3NN,https://www.amazon.com/dp/B0727NC3NN,20-Feb-18,Sharing,item_owner,Kindle eBook,Prairie Fires: The American Dreams of Laura Ingalls Wilder,641,,Literature & Fiction | Biographies & Memoirs,History & Criticism | Arts & Literature | Community & Culture,,,"Fraser, Caroline",Caroline Fraser
B00F943CDE,https://www.amazon.com/dp/B00F943CDE,16-Dec-14,Purchase,item_owner,Kindle eBook,Analyze Anything: A Guide to Critical Reading and Writing,226,,Reference,"Words, Language & Grammar | Writing, Research & Publishing Guides",,,"Fraser, Gregory","Gregory Fraser, Chad Davidson"
B003G83U3C,https://www.amazon.com/dp/B003G83U3C,23-Feb-12,Purchase,item_owner,Kindle eBook,Longitudes and Attitudes: Exploring the World After September 11,408,,Politics & Social Sciences | History,Americas | Politics & Government,,,"Friedman, Thomas L.",Thomas L. Friedman
B01AWYWZFQ,https://www.amazon.com/dp/B01AWYWZFQ,1-Jun-16,Purchase,item_owner,Kindle eBook,"Mishkan T'filah: A Reform Siddur: Complete: Shabbat, Weekdays, and Festivals (Transliterated)",,,Religion & Spirituality,Judaism,,,"Frishman, Elyse","Elyse Frishman, Elyse D. Frishman"
B015TJ7DEW,https://www.amazon.com/dp/B015TJ7DEW,21-Oct-15,Purchase,item_owner,Kindle eBook,Mishkan T'filah For Gatherings: A Reform Siddur,,,Religion & Spirituality,Judaism,,,"Frishman, Elyse D.","Elyse D. Frishman, Sue Ann Wasserman"
B001ELJSNO,https://www.amazon.com/dp/B001ELJSNO,24-Apr-13,Purchase,item_owner,Kindle eBook,Christianity In Jewish Terms (Radical Traditions (Paperback)),464,,Religion & Spirituality,Religious Studies | Judaism,,,"Frymer-kensky, Tikva","Tikva Frymer-kensky, David Novak, Peter Ochs, David Sandmel, Michael Singer"
B01MF8SC2X,https://www.amazon.com/dp/B01MF8SC2X,13-Dec-18,Sharing,item_owner,Kindle eBook,"The Complete Guide to Fasting: Heal Your Body Through Intermittent, Alternate-Day, and Extended",304,,"Cookbooks, Food & Wine | Health, Fitness & Dieting",Special Diet | Diseases & Physical Ailments | Diets & Weight Loss,,,"Fung, Jason","Jason Fung, Jimmy Moore"
B08LMN5TVG,https://www.amazon.com/dp/B08LMN5TVG,3-May-21,Purchase,item_owner,Kindle eBook,The Girls in the Attic,351,,Literature & Fiction | Romance,Genre Fiction,,,"Gabriel, Marius",Marius Gabriel
B004YW4L5K,https://www.amazon.com/dp/B004YW4L5K,25-Dec-16,Purchase,item_owner,Kindle eBook,American Gods: The Tenth Anniversary Edition: A Novel,565,,Literature & Fiction | Science Fiction & Fantasy,,1,American Gods,"Gaiman, Neil",Neil Gaiman
B01CH2EW20,https://www.amazon.com/dp/B01CH2EW20,7-Jan-17,Purchase,item_owner,Kindle eBook,The Magnolia Story (with Bonus Content),187,,Biographies & Memoirs,Leaders & Notable People | Arts & Literature,,,"Gaines, Chip","Chip Gaines, Joanna Gaines, Mark Dagostino"
B010UMT8WI,https://www.amazon.com/dp/B010UMT8WI,2-Jan-16,Sharing,item_owner,Kindle eBook,Captain Riley (The Captain Riley Adventures Book 1),476,,"Literature & Fiction | Mystery, Thriller & Suspense",Genre Fiction | Thrillers & Suspense,,,"Gamboa, Fernando","Fernando Gamboa, Alex Woodend"
B01NBB6OMR,https://www.amazon.com/dp/B01NBB6OMR,1-Jun-17,Purchase,item_owner,Kindle eBook,Lost in Arcadia: A Novel,411,,"Literature & Fiction | Mystery, Thriller & Suspense",Genre Fiction | Thrillers & Suspense,,,"Gandert, Sean",Sean Gandert
B01HXWQOMU,https://www.amazon.com/dp/B01HXWQOMU,1-Mar-17,Sharing,item_owner,Kindle eBook,The Last Paradise,482,,"Literature & Fiction | Mystery, Thriller & Suspense",Mystery | Genre Fiction | Thrillers & Suspense,,,"Garrido, Antonio","Antonio Garrido, Simon Bruni"
B0030V0PEW,https://www.amazon.com/dp/B0030V0PEW,30-Dec-22,KindleUnlimited,item_owner,Kindle eBook,The Checklist Manifesto: How to Get Things Right,225,,Business & Money,,,,"Gawande, Atul",Atul Gawande
B001DF6BDG,https://www.amazon.com/dp/B001DF6BDG,23-Jun-12,Purchase,item_owner,Kindle eBook,"The Cross, Our Only Hope: Daily Reflections in the Holy Cross Tradition",512,,Christian Books & Bibles,Catholicism,,,"Gawrych, Andrew","Andrew Gawrych, Kevin Grove, Hugh Cleary"
B01FIDFX0A,https://www.amazon.com/dp/B01FIDFX0A,23-Sep-16,Purchase,item_owner,Kindle eBook,"The Cross, Our Only Hope: Daily Reflections in the Holy Cross Tradition (A Holy Cross Book)",513,,Christian Books & Bibles,Catholicism,,,"Gawrych, Andrew","Andrew Gawrych, Kevin Grove C.S.C., Andrew Gawrych C. S. C., Kevin Grove C. S. C., Richard V. Warner C.S.C."
B09TGQ2T9J,https://www.amazon.com/dp/B09TGQ2T9J,19-Jan-23,Purchase,item_owner,Kindle eBook,Inciting Joy: Essays,254,,Literature & Fiction | Biographies & Memoirs,Community & Culture,,,"Gay, Ross",Ross Gay
B013PKAFOC,https://www.amazon.com/dp/B013PKAFOC,7-Feb-18,PublicLibraryLending,item_owner,Kindle eBook,Hunger: A Memoir of (My) Body,271,,Biographies & Memoirs,Arts & Literature | Community & Culture,,,"Gay, Roxane",Roxane Gay
B004YVUWGI,https://www.amazon.com/dp/B004YVUWGI,6-Jul-19,Purchase,item_owner,Kindle eBook,American Immigration: A Very Short Introduction (Very Short Introductions),161,,Politics & Social Sciences | History,Social Sciences | Americas,,Very Short Introductions,"Gerber, David A.",David A. Gerber
B001O1O794,https://www.amazon.com/dp/B001O1O794,5-May-11,Purchase,item_owner,Kindle eBook,"From Dissertation to Book (Chicago Guides to Writing, Editing, and Publishing)",152,,Reference,"Writing, Research & Publishing Guides",,,"Germano, William",William Germano
B0028K2ZOE,https://www.amazon.com/dp/B0028K2ZOE,5-May-11,Purchase,item_owner,Kindle eBook,"Getting It Published, 2nd Edition: A Guide for Scholars and Anyone Else Serious about Serious Books (Chicago Guides to Writing, Editing, and Publishing)",224,,Reference,"Writing, Research & Publishing Guides",,,"Germano, William",William Germano
B08LD2BRD9,https://www.amazon.com/dp/B08LD2BRD9,2-Oct-21,Sharing,item_owner,Kindle eBook,The Last Protector (Clayton White Book 1),261,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,1,Clayton White,"Gervais, Simon",Simon Gervais
B075MRB6LX,https://www.amazon.com/dp/B075MRB6LX,20-Nov-22,Sharing,item_owner,Kindle eBook,"The Rock, the Road, and the Rabbi: My Journey into the Heart of Scriptural Faith and the Land Where It All Began",224,,Christian Books & Bibles,,,,"Gifford, Kathie Lee",Kathie Lee Gifford
B003AU7DXE,https://www.amazon.com/dp/B003AU7DXE,7-May-13,Purchase,item_owner,Kindle eBook,A Guide to Faculty Development,465,,Education & Teaching,Schools & Teaching,,,"Gillespie, Kay J.","Kay J. Gillespie, Douglas L. Robertson, William H. Bergquist"
B0090U8X0K,https://www.amazon.com/dp/B0090U8X0K,6-Mar-16,Purchase,item_owner,Kindle eBook,Becoming Orthodox: A Journey to the Ancient Christian Faith,191,,Christian Books & Bibles,Christian Living,,,"Gillquist, Peter E.",Peter E. Gillquist
B0161URF14,https://www.amazon.com/dp/B0161URF14,9-Jun-17,Purchase,item_owner,Kindle eBook,"Living Mission Interculturally: Faith, Culture, and the Renewal of Praxis",280,,Christian Books & Bibles,Theology | Catholicism,,,"Gittins, Anthony J.","Anthony J. Gittins, Gerald A. Arbuckle"
B00UDCNLH4,https://www.amazon.com/dp/B00UDCNLH4,5-Oct-15,Purchase,item_owner,Kindle eBook,A Nation of Nations: A Great American Immigration Story,417,,Politics & Social Sciences | History,Social Sciences | Americas,,,"Gjelten, Tom",Tom Gjelten
0316346624,https://www.amazon.com/dp/0316346624,24-Dec-11,Purchase,item_owner,Paperback,The Tipping Point: How Little Things Can Make a Big Difference,301,,Business & Money,,,,"Gladwell, Malcolm",Malcolm Gladwell
B000FC1L2Y,https://www.amazon.com/dp/B000FC1L2Y,27-Jan-11,Purchase,item_owner,Kindle eBook,A World Made New: Eleanor Roosevelt and the Universal Declaration of Human Rights,368,,History | Biographies & Memoirs,Leaders & Notable People | World | Americas,,,"Glendon, Mary Ann",Mary Ann Glendon
B0033PSG1Y,https://www.amazon.com/dp/B0033PSG1Y,6-Feb-11,Sharing,item_owner,Kindle eBook,Catholic Bible (D-R) (best navigation),1464,,Religion & Spirituality,,,,God-inspired,God-inspired
B0073WTYJ6,https://www.amazon.com/dp/B0073WTYJ6,7-Jun-12,Purchase,item_owner,Kindle eBook,Debates in the Digital Humanities,533,,Literature & Fiction | Computers & Technology | Education & Teaching,History & Criticism,,,"Gold, Matthew","Matthew Gold, Matthew K. Gold"
B07655M72P,https://www.amazon.com/dp/B07655M72P,2-Apr-18,Sharing,item_owner,Kindle eBook,"The Air Raid Killer (Max Heller, Dresden Detective Book 1)",302,,"Literature & Fiction | Mystery, Thriller & Suspense",Mystery | Genre Fiction | Thrillers & Suspense,1,"Max Heller, Dresden Detective","Goldammer, Frank","Frank Goldammer, Steve Anderson"
B074CJ19NJ,https://www.amazon.com/dp/B074CJ19NJ,6-Mar-18,Sharing,item_owner,Kindle eBook,True Fiction (Ian Ludlow Thrillers Book 1),254,,"Literature & Fiction | Mystery, Thriller & Suspense",Thrillers & Suspense,1,Ian Ludlow Thrillers,"Goldberg, Lee",Lee Goldberg
B0B2P7PWDD,https://www.amazon.com/dp/B0B2P7PWDD,1-Aug-23,Sharing,item_owner,Kindle eBook,Malibu Burning (Sharpe & Walker Book 1),286,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,1,Sharpe & Walker,"Goldberg, Lee",Lee Goldberg
9653016857,https://www.amazon.com/dp/9653016857,13-Mar-17,Purchase,item_owner,Hardcover,The Koren Ani tefilla Shabbat siddur,892,,Religion & Spirituality,Judaism,,,"Goldmintz, Jay","Jay Goldmintz, Rabbi Jonathan Sacks Rab"
B00BY590IS,https://www.amazon.com/dp/B00BY590IS,8-Jun-15,Purchase,item_owner,Kindle eBook,The Runner's World Cookbook: 150 Ultimate Recipes for Fueling Up and Slimming Down--While Enjoying Every Bite,469,,"Cookbooks, Food & Wine | Health, Fitness & Dieting | Sports & Outdoors",Special Diet | Kitchen Appliances,,Runner's World,"Golub, Joanna Sayago","Joanna Sayago Golub, The Editors of Runner's World, Deena Kastor"
B08L6WTZBT,https://www.amazon.com/dp/B08L6WTZBT,12-Oct-23,PublicLibraryLending,item_owner,Kindle eBook,On Juneteenth,152,,Politics & Social Sciences | History | Biographies & Memoirs,Leaders & Notable People | Americas | Community & Culture,,,"Gordon-Reed, Annette",Annette Gordon-Reed
B07L8LTP5M,https://www.amazon.com/dp/B07L8LTP5M,10-Oct-19,Sharing,item_owner,Kindle eBook,The War for America's Soul,255,,Politics & Social Sciences,Politics & Government,,,"Gorka, Sebastian",Sebastian Gorka
B005FLN9J8,https://www.amazon.com/dp/B005FLN9J8,4-Aug-11,Purchase,item_owner,Kindle eBook,Why Is There a Menorah on the Altar?Jewish Roots of Christian Worship,176,,Christian Books & Bibles,,,,"Gould, Meredith","Meredith Gould, Ph.D."
B00SLB5N52,https://www.amazon.com/dp/B00SLB5N52,4-Jan-17,Purchase,item_owner,Kindle eBook,"""They Say / I Say"": The Moves That Matter in Academic Writing (Third Edition)",352,,Literature & Fiction | Reference,"Words, Language & Grammar | Writing, Research & Publishing Guides",,,"Graff, Gerald","Gerald Graff, Cathy Birkenstein"
B0789Y665J,https://www.amazon.com/dp/B0789Y665J,15-Jul-20,Purchase,item_owner,Kindle eBook,Switchers: How Smart Professionals Change Careers - and Seize Success,269,,Business & Money,Personal Finance | Job Hunting & Careers | Management & Leadership,,,"Graham, Dr. Dawn",Dr. Dawn Graham
B09V5MWCP5,https://www.amazon.com/dp/B09V5MWCP5,28-Aug-22,KindleUnlimited,item_owner,Kindle eBook,The Trouble With Secrets: The Kilteegan Bridge Story,329,,Literature & Fiction,Genre Fiction,1,The Kilteegan Bridge Story,"Grainger, Jean",Jean Grainger
B09YMBVS5S,https://www.amazon.com/dp/B09YMBVS5S,6-Oct-22,KindleUnlimited,item_owner,Kindle eBook,What Divides Us: The Kilteegan Bridge Story - Book 2,438,,Literature & Fiction,Genre Fiction,2,The Kilteegan Bridge Story,"Grainger, Jean",Jean Grainger
B07SFGLDJH,https://www.amazon.com/dp/B07SFGLDJH,21-May-20,KindleUnlimited,item_owner,Kindle eBook,The Star and the Shamrock,270,,Literature & Fiction,Genre Fiction,1,The Star and the Shamrock,"Grainger, Jean",Jean Grainger
B081V447NY,https://www.amazon.com/dp/B081V447NY,21-May-20,KindleUnlimited,item_owner,Kindle eBook,The Emerald Horizon (The Star and the Shamrock Book 2),254,,Literature & Fiction,Genre Fiction,2,The Star and the Shamrock,"Grainger, Jean",Jean Grainger
B088HJ5312,https://www.amazon.com/dp/B088HJ5312,18-Jun-20,KindleUnlimited,item_owner,Kindle eBook,The Hard Way Home (The Star and the Shamrock Book 3),258,,Literature & Fiction,Genre Fiction,3,The Star and the Shamrock,"Grainger, Jean",Jean Grainger
B08JKHHKGC,https://www.amazon.com/dp/B08JKHHKGC,2-Dec-20,KindleUnlimited,item_owner,Kindle eBook,The World Starts Anew: The Star and the Shamrock Series - Book 4,268,,Literature & Fiction,Genre Fiction,4,The Star and the Shamrock,"Grainger, Jean",Jean Grainger
B00C0XE2HC,https://www.amazon.com/dp/B00C0XE2HC,10-Dec-13,Purchase,item_owner,Kindle eBook,Theology and Public Philosophy: Four Conversations,224,,Christian Books & Bibles | Politics & Social Sciences,Philosophy | Politics & Government,,,"Grasso, Kenneth L.","Kenneth L. Grasso, Cecilia Rodriguez Castillo, Charles Taylor, Fred Dallmayr, William Schweiker, Nicholas Wolterstorff, J. Budziszewski, Jeanne Heffernan Schindler, Joshua Mitchell, Robin Lovin, Charles Mathewes, Jonathan Chaplin, Michael L. Budde, Jean Porter, Eloise A. Buker, Christopher Beem, Peter Berkowitz, Jean Bethke Elshtain"
B077QJYFH7,https://www.amazon.com/dp/B077QJYFH7,5-Mar-18,Purchase,item_owner,Kindle eBook,Demographics and the Demand for Higher Education,245,,Politics & Social Sciences | Education & Teaching,Social Sciences | Schools & Teaching,,,"Grawe, Nathan D.",Nathan D. Grawe
B00WDHIM6C,https://www.amazon.com/dp/B00WDHIM6C,4-Jul-17,KindleUnlimited,item_owner,Kindle eBook,Shadowland,240,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction,1,Shadowland,"Gray, C.M.",C.M. Gray
B07G8NTJVP,https://www.amazon.com/dp/B07G8NTJVP,2-May-19,Sharing,item_owner,Kindle eBook,Thin Air (Jessica Shaw Book 1),289,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,1,Jessica Shaw,"Gray, Lisa",Lisa Gray
B005YZPRRW,https://www.amazon.com/dp/B005YZPRRW,16-Mar-16,Sharing,item_owner,Kindle eBook,Running Recon: A Photo Journey with SOG Special Ops Along the Ho Chi Minh Trail,458,,History,Americas,,,"Greco, Frank",Frank Greco
B003E74APC,https://www.amazon.com/dp/B003E74APC,30-May-13,Purchase,item_owner,Kindle eBook,White Smoke: A Novel of Papal Election,480,,"Literature & Fiction | Mystery, Thriller & Suspense | Religion & Spirituality",Thrillers & Suspense,,,"Greeley, Andrew M.",Andrew M. Greeley
B07TDS6L9T,https://www.amazon.com/dp/B07TDS6L9T,7-Jun-20,KindleUnlimited,item_owner,Kindle eBook,Love and Compassion...Spiritual Solutions for our Politics and our Lives!,250,,Politics & Social Sciences | Religion & Spirituality,,,,"Green-Ernst, Peggy",Peggy Green-Ernst
B001ANSS5K,https://www.amazon.com/dp/B001ANSS5K,26-Apr-15,Purchase,item_owner,Kindle eBook,Paper Towns,321,,Teen & Young Adult,Literature & Fiction,,,"Green, John",John Green
B005ZOBNOI,https://www.amazon.com/dp/B005ZOBNOI,2-Jun-14,Purchase,item_owner,Kindle eBook,The Fault in Our Stars,108,,Teen & Young Adult,Literature & Fiction,,,"Green, John",John Green
B08R9WYRFM,https://www.amazon.com/dp/B08R9WYRFM,3-Jan-21,KindleUnlimited,item_owner,Kindle eBook,"The Effortless Mediterranean Diet Instant Pot Cookbook: 600 Delicious, Quick, Healthy, and Easy to Follow Recipes for Fast & Healthy Meals",414,,"Cookbooks, Food & Wine | Health, Fitness & Dieting",Diets & Weight Loss | Regional & International,,,"Greene, Anthony",Anthony Greene
